"","pb","altitude","aspect1","preciptn","roughness1","slope","tempAvg","tempMin"
"1053",1,NA,NA,NA,NA,NA,NA,NA
"1054",1,NA,NA,NA,NA,NA,NA,NA
"1055",1,NA,NA,NA,NA,NA,NA,NA
"1056",1,NA,NA,NA,NA,NA,NA,NA
"1057",1,NA,NA,NA,NA,NA,NA,NA
"1058",1,760,146.097503662109,221,407,1234355.125,216,170
"1059",1,NA,NA,NA,NA,NA,NA,NA
"1060",1,NA,NA,NA,NA,NA,NA,NA
"1061",1,NA,NA,NA,NA,NA,NA,NA
"1062",1,NA,NA,NA,NA,NA,NA,NA
"1063",1,206,269.121276855469,120,307,978115,258,202
"1064",1,206,269.121276855469,120,307,978115,258,202
"1065",1,206,269.121276855469,120,307,978115,258,202
"1066",1,NA,NA,NA,NA,NA,NA,NA
"1067",1,NA,NA,NA,NA,NA,NA,NA
"1068",1,NA,NA,NA,NA,NA,NA,NA
"1069",1,13,38.2901649475098,40,42,145244.625,267,214
"1070",1,8,NA,39,NA,NA,267,214
"1071",1,NA,NA,NA,NA,NA,NA,NA
"1072",1,NA,NA,NA,NA,NA,NA,NA
"1073",1,NA,NA,NA,NA,NA,NA,NA
"1074",1,580,150.774841308594,51,532,2153641.75,239,188
"1075",1,580,150.774841308594,51,532,2153641.75,239,188
"1076",1,580,150.774841308594,51,532,2153641.75,239,188
"1077",1,NA,NA,NA,NA,NA,NA,NA
"1078",1,NA,NA,NA,NA,NA,NA,NA
"1079",1,NA,NA,NA,NA,NA,NA,NA
"1080",1,NA,NA,NA,NA,NA,NA,NA
"1081",1,NA,NA,NA,NA,NA,NA,NA
"1082",1,2,NA,40,NA,NA,270,217
"1083",1,14,357.523620605469,39,368,1701088.625,268,216
"1084",1,NA,NA,NA,NA,NA,NA,NA
"1085",1,NA,NA,NA,NA,NA,NA,NA
"1086",1,NA,NA,NA,NA,NA,NA,NA
"1087",1,206,269.121276855469,120,307,978115,258,202
"1088",1,NA,NA,NA,NA,NA,NA,NA
"1089",1,NA,NA,NA,NA,NA,NA,NA
"1090",1,NA,NA,NA,NA,NA,NA,NA
"1091",1,NA,NA,NA,NA,NA,NA,NA
"1092",1,NA,NA,NA,NA,NA,NA,NA
"1093",1,NA,NA,NA,NA,NA,NA,NA
"1094",1,NA,NA,NA,NA,NA,NA,NA
"1095",1,NA,NA,NA,NA,NA,NA,NA
"1096",1,NA,NA,NA,NA,NA,NA,NA
"1097",1,NA,NA,NA,NA,NA,NA,NA
"1098",1,NA,NA,NA,NA,NA,NA,NA
"1099",1,NA,NA,NA,NA,NA,NA,NA
"1100",1,NA,NA,NA,NA,NA,NA,NA
"1101",1,NA,NA,NA,NA,NA,NA,NA
"1102",1,74,117.474433898926,186,46,42267.0078125,253,206
"1103",1,NA,NA,NA,NA,NA,NA,NA
"1104",1,NA,NA,NA,NA,NA,NA,NA
"1105",1,NA,NA,NA,NA,NA,NA,NA
"1106",1,NA,NA,NA,NA,NA,NA,NA
"1107",1,NA,NA,NA,NA,NA,NA,NA
"1108",1,NA,NA,NA,NA,NA,NA,NA
"1109",1,NA,NA,NA,NA,NA,NA,NA
"1110",1,NA,NA,NA,NA,NA,NA,NA
"1111",1,NA,NA,NA,NA,NA,NA,NA
"1112",1,NA,NA,NA,NA,NA,NA,NA
"1113",1,NA,NA,NA,NA,NA,NA,NA
"1114",1,NA,NA,NA,NA,NA,NA,NA
"1115",1,NA,NA,NA,NA,NA,NA,NA
"1116",1,NA,NA,NA,NA,NA,NA,NA
"1117",1,NA,NA,NA,NA,NA,NA,NA
"1118",1,NA,NA,NA,NA,NA,NA,NA
"1119",1,NA,NA,NA,NA,NA,NA,NA
"1120",1,NA,NA,NA,NA,NA,NA,NA
"1121",1,NA,NA,NA,NA,NA,NA,NA
"1122",1,NA,NA,NA,NA,NA,NA,NA
"1123",1,NA,NA,NA,NA,NA,NA,NA
"1124",1,NA,NA,NA,NA,NA,NA,NA
"1125",1,NA,NA,NA,NA,NA,NA,NA
"1126",1,NA,NA,NA,NA,NA,NA,NA
"1127",1,NA,NA,NA,NA,NA,NA,NA
"1128",1,NA,NA,NA,NA,NA,NA,NA
"1129",1,NA,NA,NA,NA,NA,NA,NA
"1130",1,NA,NA,NA,NA,NA,NA,NA
"1131",1,NA,NA,NA,NA,NA,NA,NA
"1132",1,NA,NA,NA,NA,NA,NA,NA
"1133",1,NA,NA,NA,NA,NA,NA,NA
"1134",1,1167,286.778442382812,168,546,1247091,198,157
"1135",1,1167,286.778442382812,168,546,1247091,198,157
"1136",1,760,146.097503662109,221,407,1234355.125,216,170
"1137",1,206,269.121276855469,120,307,978115,258,202
"1138",1,206,269.121276855469,120,307,978115,258,202
"1139",1,159,250.529693603516,179,96,315014.28125,243,201
"1140",1,NA,NA,NA,NA,NA,NA,NA
"1141",1,NA,NA,NA,NA,NA,NA,NA
"1142",1,NA,NA,NA,NA,NA,NA,NA
"1143",1,NA,NA,NA,NA,NA,NA,NA
"1144",1,NA,NA,NA,NA,NA,NA,NA
"1145",1,NA,NA,NA,NA,NA,NA,NA
"1146",1,NA,NA,NA,NA,NA,NA,NA
"1147",1,NA,NA,NA,NA,NA,NA,NA
"1148",1,NA,NA,NA,NA,NA,NA,NA
"1149",1,NA,NA,NA,NA,NA,NA,NA
"1150",1,NA,NA,NA,NA,NA,NA,NA
"1151",1,NA,NA,NA,NA,NA,NA,NA
"1152",1,NA,NA,NA,NA,NA,NA,NA
"1153",1,NA,NA,NA,NA,NA,NA,NA
"1154",1,NA,NA,NA,NA,NA,NA,NA
"1155",1,NA,NA,NA,NA,NA,NA,NA
"1156",1,NA,NA,NA,NA,NA,NA,NA
"1157",1,NA,NA,NA,NA,NA,NA,NA
"1158",1,NA,NA,NA,NA,NA,NA,NA
"1159",1,NA,NA,NA,NA,NA,NA,NA
"1160",1,NA,NA,NA,NA,NA,NA,NA
"1161",1,1257,126.060440063477,273,200,191119.078125,180,137
"1162",1,NA,NA,NA,NA,NA,NA,NA
"1163",1,NA,NA,NA,NA,NA,NA,NA
"1164",1,NA,NA,NA,NA,NA,NA,NA
"1165",1,8,120.529708862305,83,17,67915.390625,273,214
"1166",1,8,120.529708862305,83,17,67915.390625,273,214
"1167",1,206,269.121276855469,120,307,978115,258,202
"1168",1,206,269.121276855469,120,307,978115,258,202
"1169",1,NA,NA,NA,NA,NA,NA,NA
"1170",1,NA,NA,NA,NA,NA,NA,NA
"1171",1,NA,NA,NA,NA,NA,NA,NA
"1172",1,NA,NA,NA,NA,NA,NA,NA
"1173",1,NA,NA,NA,NA,NA,NA,NA
"1174",1,NA,NA,NA,NA,NA,NA,NA
"1175",1,NA,NA,NA,NA,NA,NA,NA
"1176",1,NA,NA,NA,NA,NA,NA,NA
"1177",1,NA,NA,NA,NA,NA,NA,NA
"1178",1,NA,NA,NA,NA,NA,NA,NA
"1179",1,NA,NA,NA,NA,NA,NA,NA
"1180",1,NA,NA,NA,NA,NA,NA,NA
"1181",1,NA,NA,NA,NA,NA,NA,NA
"1182",1,NA,NA,NA,NA,NA,NA,NA
"1183",1,NA,NA,NA,NA,NA,NA,NA
"1184",1,NA,NA,NA,NA,NA,NA,NA
"1185",1,NA,NA,NA,NA,NA,NA,NA
"1186",1,NA,NA,NA,NA,NA,NA,NA
"1187",1,NA,NA,NA,NA,NA,NA,NA
"1188",1,NA,NA,NA,NA,NA,NA,NA
"1189",1,NA,NA,NA,NA,NA,NA,NA
"1190",1,NA,NA,NA,NA,NA,NA,NA
"1191",1,NA,NA,NA,NA,NA,NA,NA
"1192",1,NA,NA,NA,NA,NA,NA,NA
"1193",1,8,120.529708862305,83,17,67915.390625,273,214
"1194",1,NA,NA,NA,NA,NA,NA,NA
"1195",1,NA,NA,NA,NA,NA,NA,NA
"1196",1,NA,NA,NA,NA,NA,NA,NA
"1197",1,NA,NA,NA,NA,NA,NA,NA
"1198",1,NA,NA,NA,NA,NA,NA,NA
"1199",1,NA,NA,NA,NA,NA,NA,NA
"1200",1,NA,NA,NA,NA,NA,NA,NA
"1201",1,NA,NA,NA,NA,NA,NA,NA
"1202",1,NA,NA,NA,NA,NA,NA,NA
"1203",1,NA,NA,NA,NA,NA,NA,NA
"1204",1,NA,NA,NA,NA,NA,NA,NA
"1205",1,NA,NA,NA,NA,NA,NA,NA
"1206",1,NA,NA,NA,NA,NA,NA,NA
"1207",1,NA,NA,NA,NA,NA,NA,NA
"1208",1,NA,NA,NA,NA,NA,NA,NA
"1209",1,NA,NA,NA,NA,NA,NA,NA
"1210",1,NA,NA,NA,NA,NA,NA,NA
"1211",1,NA,NA,NA,NA,NA,NA,NA
"1212",1,NA,NA,NA,NA,NA,NA,NA
"1213",1,NA,NA,NA,NA,NA,NA,NA
"1214",1,NA,NA,NA,NA,NA,NA,NA
"1215",1,NA,NA,NA,NA,NA,NA,NA
"1216",1,NA,NA,NA,NA,NA,NA,NA
"1217",1,NA,NA,NA,NA,NA,NA,NA
"1218",1,NA,NA,NA,NA,NA,NA,NA
"1219",1,NA,NA,NA,NA,NA,NA,NA
"1220",1,NA,NA,NA,NA,NA,NA,NA
"1221",1,NA,NA,NA,NA,NA,NA,NA
"1222",1,NA,NA,NA,NA,NA,NA,NA
"1223",1,NA,NA,NA,NA,NA,NA,NA
"1224",1,NA,NA,NA,NA,NA,NA,NA
"1225",1,160,287.327941894531,151,66,196414.109375,246,201
"1226",1,NA,NA,NA,NA,NA,NA,NA
"1227",1,NA,NA,NA,NA,NA,NA,NA
"1228",1,NA,NA,NA,NA,NA,NA,NA
"1229",1,NA,NA,NA,NA,NA,NA,NA
"1230",1,NA,NA,NA,NA,NA,NA,NA
"1231",1,NA,NA,NA,NA,NA,NA,NA
"1232",1,1161,208.6943359375,251,560,2780458,189,145
"1233",1,601,212.278930664062,224,319,1165640,219,180
"1234",1,601,212.278930664062,224,319,1165640,219,180
"1235",1,601,212.278930664062,224,319,1165640,219,180
"1236",1,601,212.278930664062,224,319,1165640,219,180
"1237",1,601,212.278930664062,224,319,1165640,219,180
"1238",1,601,212.278930664062,224,319,1165640,219,180
"1239",1,1366,181.092010498047,200,390,2046371.625,178,139
"1240",1,NA,NA,NA,NA,NA,NA,NA
"1241",1,NA,NA,NA,NA,NA,NA,NA
"1242",1,NA,NA,NA,NA,NA,NA,NA
"1243",1,NA,NA,NA,NA,NA,NA,NA
"1244",1,NA,NA,NA,NA,NA,NA,NA
"1245",1,159,250.529693603516,179,96,315014.28125,243,201
"1246",1,159,250.529693603516,179,96,315014.28125,243,201
"1247",1,NA,NA,NA,NA,NA,NA,NA
"1248",1,NA,NA,NA,NA,NA,NA,NA
"1249",1,NA,NA,NA,NA,NA,NA,NA
"1250",1,NA,NA,NA,NA,NA,NA,NA
"1251",1,NA,NA,NA,NA,NA,NA,NA
"1252",1,NA,NA,NA,NA,NA,NA,NA
"1253",1,NA,NA,NA,NA,NA,NA,NA
"1254",1,NA,NA,NA,NA,NA,NA,NA
"1255",1,NA,NA,NA,NA,NA,NA,NA
"1256",1,NA,NA,NA,NA,NA,NA,NA
"1257",1,NA,NA,NA,NA,NA,NA,NA
"1258",1,NA,NA,NA,NA,NA,NA,NA
"1259",1,NA,NA,NA,NA,NA,NA,NA
"1260",1,NA,NA,NA,NA,NA,NA,NA
"1261",1,NA,NA,NA,NA,NA,NA,NA
"1262",1,NA,NA,NA,NA,NA,NA,NA
"1263",1,NA,NA,NA,NA,NA,NA,NA
"1264",1,NA,NA,NA,NA,NA,NA,NA
"1265",1,NA,NA,NA,NA,NA,NA,NA
"1266",1,NA,NA,NA,NA,NA,NA,NA
"1267",1,NA,NA,NA,NA,NA,NA,NA
"1268",1,NA,NA,NA,NA,NA,NA,NA
"1269",1,NA,NA,NA,NA,NA,NA,NA
"1270",1,NA,NA,NA,NA,NA,NA,NA
"1271",1,NA,NA,NA,NA,NA,NA,NA
"1272",1,NA,NA,NA,NA,NA,NA,NA
"1273",1,NA,NA,NA,NA,NA,NA,NA
"1274",1,NA,NA,NA,NA,NA,NA,NA
"1275",1,NA,NA,NA,NA,NA,NA,NA
"1276",1,NA,NA,NA,NA,NA,NA,NA
"1277",1,NA,NA,NA,NA,NA,NA,NA
"1278",1,NA,NA,NA,NA,NA,NA,NA
"1279",1,NA,NA,NA,NA,NA,NA,NA
"1280",1,NA,NA,NA,NA,NA,NA,NA
"1281",1,NA,NA,NA,NA,NA,NA,NA
"1282",1,NA,NA,NA,NA,NA,NA,NA
"1283",1,NA,NA,NA,NA,NA,NA,NA
"1284",1,NA,NA,NA,NA,NA,NA,NA
"1285",1,NA,NA,NA,NA,NA,NA,NA
"1286",1,NA,NA,NA,NA,NA,NA,NA
"1287",1,NA,NA,NA,NA,NA,NA,NA
"1288",1,NA,NA,NA,NA,NA,NA,NA
"1289",1,NA,NA,NA,NA,NA,NA,NA
"1290",1,159,250.529693603516,179,96,315014.28125,243,201
"1291",1,159,250.529693603516,179,96,315014.28125,243,201
"1292",1,145,222.239151000977,122,263,836771.5,261,204
"1293",1,NA,NA,NA,NA,NA,NA,NA
"1294",1,NA,NA,NA,NA,NA,NA,NA
"1295",1,NA,NA,NA,NA,NA,NA,NA
"1296",1,NA,NA,NA,NA,NA,NA,NA
"1297",1,NA,NA,NA,NA,NA,NA,NA
"1298",1,NA,NA,NA,NA,NA,NA,NA
"1299",1,NA,NA,NA,NA,NA,NA,NA
"1300",1,NA,NA,NA,NA,NA,NA,NA
"1301",1,NA,NA,NA,NA,NA,NA,NA
"1302",1,NA,NA,NA,NA,NA,NA,NA
"1303",1,NA,NA,NA,NA,NA,NA,NA
"1304",1,1013,290.62353515625,206,232,596208,202,158
"1305",1,NA,NA,NA,NA,NA,NA,NA
"1306",1,58,236.633636474609,167,35,73637.625,265,217
"1307",1,NA,NA,NA,NA,NA,NA,NA
"1308",1,NA,NA,NA,NA,NA,NA,NA
"1309",1,NA,NA,NA,NA,NA,NA,NA
"1310",1,NA,NA,NA,NA,NA,NA,NA
"1311",1,NA,NA,NA,NA,NA,NA,NA
"1312",1,NA,NA,NA,NA,NA,NA,NA
"1313",1,NA,NA,NA,NA,NA,NA,NA
"1314",1,NA,NA,NA,NA,NA,NA,NA
"1315",1,NA,NA,NA,NA,NA,NA,NA
"1316",1,NA,NA,NA,NA,NA,NA,NA
"1317",1,NA,NA,NA,NA,NA,NA,NA
"1318",1,NA,NA,NA,NA,NA,NA,NA
"1319",1,NA,NA,NA,NA,NA,NA,NA
"1320",1,NA,NA,NA,NA,NA,NA,NA
"1321",1,NA,NA,NA,NA,NA,NA,NA
"1322",1,NA,NA,NA,NA,NA,NA,NA
"1323",1,NA,NA,NA,NA,NA,NA,NA
"1324",1,NA,NA,NA,NA,NA,NA,NA
"1325",1,NA,NA,NA,NA,NA,NA,NA
"1326",1,NA,NA,NA,NA,NA,NA,NA
"1327",1,NA,NA,NA,NA,NA,NA,NA
"1328",1,NA,NA,NA,NA,NA,NA,NA
"1329",1,NA,NA,NA,NA,NA,NA,NA
"1330",1,NA,NA,NA,NA,NA,NA,NA
"1331",1,NA,NA,NA,NA,NA,NA,NA
"1332",1,NA,NA,NA,NA,NA,NA,NA
"1333",1,NA,NA,NA,NA,NA,NA,NA
"1334",1,NA,NA,NA,NA,NA,NA,NA
"1335",1,NA,NA,NA,NA,NA,NA,NA
"1336",1,NA,NA,NA,NA,NA,NA,NA
"1337",1,NA,NA,NA,NA,NA,NA,NA
"1338",1,NA,NA,NA,NA,NA,NA,NA
"1339",1,26,230.017974853516,39,178,436543.8125,268,215
"1340",1,26,230.017974853516,39,178,436543.8125,268,215
"1341",1,26,230.017974853516,39,178,436543.8125,268,215
"1342",1,491,51.3401908874512,142,202,902840.5,237,193
"1343",1,491,51.3401908874512,142,202,902840.5,237,193
"1344",1,491,51.3401908874512,142,202,902840.5,237,193
"1345",1,491,51.3401908874512,142,202,902840.5,237,193
"1346",1,491,51.3401908874512,142,202,902840.5,237,193
"1347",1,NA,NA,NA,NA,NA,NA,NA
"1348",1,NA,NA,NA,NA,NA,NA,NA
"1349",1,NA,NA,NA,NA,NA,NA,NA
"1350",1,NA,NA,NA,NA,NA,NA,NA
"1351",1,NA,NA,NA,NA,NA,NA,NA
"1352",1,145,222.239151000977,122,263,836771.5,261,204
"1353",1,44,231.340194702148,156,7,19209.373046875,270,217
"1354",1,NA,NA,NA,NA,NA,NA,NA
"1355",1,NA,NA,NA,NA,NA,NA,NA
"1356",1,NA,NA,NA,NA,NA,NA,NA
"1357",1,98,45,188,74,97580.734375,252,205
"1358",1,862,211.861526489258,238,268,886585,206,161
"1359",1,23,285.724731445312,316,43,160507.015625,257,221
"1360",1,23,285.724731445312,316,43,160507.015625,257,221
"1361",1,NA,NA,NA,NA,NA,NA,NA
"1362",1,NA,NA,NA,NA,NA,NA,NA
"1363",1,NA,NA,NA,NA,NA,NA,NA
"1364",1,NA,NA,NA,NA,NA,NA,NA
"1365",1,NA,NA,NA,NA,NA,NA,NA
"1366",1,33,347.822875976562,279,160,583120.0625,258,220
"1367",1,58,236.633636474609,167,35,73637.625,265,217
"1368",1,NA,NA,NA,NA,NA,NA,NA
"1369",1,NA,NA,NA,NA,NA,NA,NA
"1370",1,NA,NA,NA,NA,NA,NA,NA
"1371",1,33,347.822875976562,279,160,583120.0625,258,220
"1372",1,NA,NA,NA,NA,NA,NA,NA
"1373",1,NA,NA,NA,NA,NA,NA,NA
"1374",1,1167,286.778442382812,168,546,1247091,198,157
"1375",1,58,236.633636474609,167,35,73637.625,265,217
"1376",1,58,236.633636474609,167,35,73637.625,265,217
"1377",1,98,55.9540634155273,118,78,66981.34375,260,217
"1378",1,1257,284.9072265625,173,495,1603467,192,151
"1379",1,1257,284.9072265625,173,495,1603467,192,151
"1380",1,206,269.121276855469,120,307,978115,258,202
"1381",1,206,269.121276855469,120,307,978115,258,202
"1382",1,206,269.121276855469,120,307,978115,258,202
"1383",1,NA,NA,NA,NA,NA,NA,NA
"1384",1,NA,NA,NA,NA,NA,NA,NA
"1385",1,NA,NA,NA,NA,NA,NA,NA
"1386",1,NA,NA,NA,NA,NA,NA,NA
"1387",1,NA,NA,NA,NA,NA,NA,NA
"1388",1,NA,NA,NA,NA,NA,NA,NA
"1389",1,NA,NA,NA,NA,NA,NA,NA
"1390",1,NA,NA,NA,NA,NA,NA,NA
"1391",1,NA,NA,NA,NA,NA,NA,NA
"1392",1,NA,NA,NA,NA,NA,NA,NA
"1393",1,NA,NA,NA,NA,NA,NA,NA
"1394",1,98,55.9540634155273,118,78,66981.34375,260,217
"1395",1,NA,NA,NA,NA,NA,NA,NA
"1396",1,NA,NA,NA,NA,NA,NA,NA
"1397",1,NA,NA,NA,NA,NA,NA,NA
"1398",1,NA,NA,NA,NA,NA,NA,NA
"1399",1,NA,NA,NA,NA,NA,NA,NA
"1400",1,580,150.774841308594,51,532,2153641.75,239,188
"1401",1,580,150.774841308594,51,532,2153641.75,239,188
"1402",1,74,NA,39,NA,NA,265,213
"1403",1,74,NA,39,NA,NA,265,213
"1404",1,160,287.327941894531,151,66,196414.109375,246,201
"1405",1,26,230.017974853516,39,178,436543.8125,268,215
"1406",1,26,230.017974853516,39,178,436543.8125,268,215
"1407",1,NA,NA,NA,NA,NA,NA,NA
"1408",1,NA,NA,NA,NA,NA,NA,NA
"1409",1,160,287.327941894531,151,66,196414.109375,246,201
"1410",1,NA,NA,NA,NA,NA,NA,NA
"1411",1,NA,NA,NA,NA,NA,NA,NA
"1412",1,160,287.327941894531,151,66,196414.109375,246,201
"1413",1,28,230.042449951172,202,14,72405.109375,267,214
"1414",1,NA,NA,NA,NA,NA,NA,NA
"1415",1,NA,NA,NA,NA,NA,NA,NA
"1416",1,NA,NA,NA,NA,NA,NA,NA
"1417",1,NA,NA,NA,NA,NA,NA,NA
"1418",1,NA,NA,NA,NA,NA,NA,NA
"1419",1,NA,NA,NA,NA,NA,NA,NA
"1420",1,NA,NA,NA,NA,NA,NA,NA
"1421",1,NA,NA,NA,NA,NA,NA,NA
"1422",1,NA,NA,NA,NA,NA,NA,NA
"1423",1,NA,NA,NA,NA,NA,NA,NA
"1424",1,NA,NA,NA,NA,NA,NA,NA
"1425",1,NA,NA,NA,NA,NA,NA,NA
"1426",1,NA,NA,NA,NA,NA,NA,NA
"1427",1,NA,NA,NA,NA,NA,NA,NA
"1428",1,150,98.5738677978516,173,278,986019.25,258,209
"1429",1,NA,NA,NA,NA,NA,NA,NA
"1430",1,NA,NA,NA,NA,NA,NA,NA
"1431",1,NA,NA,NA,NA,NA,NA,NA
"1432",1,NA,NA,NA,NA,NA,NA,NA
"1433",1,NA,NA,NA,NA,NA,NA,NA
"1434",1,NA,NA,NA,NA,NA,NA,NA
"1435",1,NA,NA,NA,NA,NA,NA,NA
"1436",1,NA,NA,NA,NA,NA,NA,NA
"1437",1,150,98.5738677978516,173,278,986019.25,258,209
"1438",1,NA,NA,NA,NA,NA,NA,NA
"1439",1,NA,NA,NA,NA,NA,NA,NA
"1440",1,NA,NA,NA,NA,NA,NA,NA
"1441",1,150,98.5738677978516,173,278,986019.25,258,209
"1442",1,150,98.5738677978516,173,278,986019.25,258,209
"1443",1,NA,NA,NA,NA,NA,NA,NA
"1444",1,NA,NA,NA,NA,NA,NA,NA
"1445",1,NA,NA,NA,NA,NA,NA,NA
"1446",1,NA,NA,NA,NA,NA,NA,NA
"1447",1,NA,NA,NA,NA,NA,NA,NA
"1448",1,NA,NA,NA,NA,NA,NA,NA
"1449",1,NA,NA,NA,NA,NA,NA,NA
"1450",1,NA,NA,NA,NA,NA,NA,NA
"1451",1,NA,NA,NA,NA,NA,NA,NA
"1452",1,NA,NA,NA,NA,NA,NA,NA
"1453",1,NA,NA,NA,NA,NA,NA,NA
"1454",1,NA,NA,NA,NA,NA,NA,NA
"1455",1,NA,NA,NA,NA,NA,NA,NA
"1456",1,NA,NA,NA,NA,NA,NA,NA
"1457",1,NA,NA,NA,NA,NA,NA,NA
"1458",1,NA,NA,NA,NA,NA,NA,NA
"1459",1,NA,NA,NA,NA,NA,NA,NA
"1460",1,NA,NA,NA,NA,NA,NA,NA
"1461",1,NA,NA,NA,NA,NA,NA,NA
"1462",1,NA,NA,NA,NA,NA,NA,NA
"1463",1,NA,NA,NA,NA,NA,NA,NA
"1464",1,NA,NA,NA,NA,NA,NA,NA
"1465",1,NA,NA,NA,NA,NA,NA,NA
"1466",1,NA,NA,NA,NA,NA,NA,NA
"1467",1,NA,NA,NA,NA,NA,NA,NA
"1468",1,NA,NA,NA,NA,NA,NA,NA
"1469",1,NA,NA,NA,NA,NA,NA,NA
"1470",1,NA,NA,NA,NA,NA,NA,NA
"1471",1,NA,NA,NA,NA,NA,NA,NA
"1472",1,NA,NA,NA,NA,NA,NA,NA
"1473",1,NA,NA,NA,NA,NA,NA,NA
"1474",1,NA,NA,NA,NA,NA,NA,NA
"1475",1,NA,NA,NA,NA,NA,NA,NA
"1476",1,NA,NA,NA,NA,NA,NA,NA
"1477",1,NA,NA,NA,NA,NA,NA,NA
"1478",1,NA,NA,NA,NA,NA,NA,NA
"1479",1,NA,NA,NA,NA,NA,NA,NA
"1480",1,NA,NA,NA,NA,NA,NA,NA
"1481",1,NA,NA,NA,NA,NA,NA,NA
"1482",1,NA,NA,NA,NA,NA,NA,NA
"1483",1,NA,NA,NA,NA,NA,NA,NA
"1484",1,NA,NA,NA,NA,NA,NA,NA
"1485",1,NA,NA,NA,NA,NA,NA,NA
"1486",1,1223,142.077255249023,270,440,946959.875,182,139
"1487",1,NA,NA,NA,NA,NA,NA,NA
"1488",1,NA,NA,NA,NA,NA,NA,NA
"1489",1,NA,NA,NA,NA,NA,NA,NA
"1490",1,NA,NA,NA,NA,NA,NA,NA
"1491",1,NA,NA,NA,NA,NA,NA,NA
"1492",1,NA,NA,NA,NA,NA,NA,NA
"1493",1,NA,NA,NA,NA,NA,NA,NA
"1494",1,NA,NA,NA,NA,NA,NA,NA
"1495",1,NA,NA,NA,NA,NA,NA,NA
"1496",1,NA,NA,NA,NA,NA,NA,NA
"1497",1,NA,NA,NA,NA,NA,NA,NA
"1498",1,NA,NA,NA,NA,NA,NA,NA
"1499",1,NA,NA,NA,NA,NA,NA,NA
"1500",1,NA,NA,NA,NA,NA,NA,NA
"1501",1,NA,NA,NA,NA,NA,NA,NA
"1502",1,NA,NA,NA,NA,NA,NA,NA
"1503",1,NA,NA,NA,NA,NA,NA,NA
"1504",1,NA,NA,NA,NA,NA,NA,NA
"1505",1,NA,NA,NA,NA,NA,NA,NA
"1506",1,NA,NA,NA,NA,NA,NA,NA
"1507",1,NA,NA,NA,NA,NA,NA,NA
"1508",1,NA,NA,NA,NA,NA,NA,NA
"1509",1,NA,NA,NA,NA,NA,NA,NA
"1510",1,NA,NA,NA,NA,NA,NA,NA
"1511",1,92,256.683898925781,169,160,521007.6875,247,205
"1512",1,92,256.683898925781,169,160,521007.6875,247,205
"1513",1,92,256.683898925781,169,160,521007.6875,247,205
"1514",1,92,256.683898925781,169,160,521007.6875,247,205
"1515",1,92,256.683898925781,169,160,521007.6875,247,205
"1516",1,92,256.683898925781,169,160,521007.6875,247,205
"1517",1,92,256.683898925781,169,160,521007.6875,247,205
"1518",1,92,256.683898925781,169,160,521007.6875,247,205
"1519",1,92,256.683898925781,169,160,521007.6875,247,205
"1520",1,124,94.0001831054688,181,225,430047.65625,244,203
"1521",1,124,94.0001831054688,181,225,430047.65625,244,203
"1522",1,NA,NA,NA,NA,NA,NA,NA
"1523",1,NA,NA,NA,NA,NA,NA,NA
"1524",1,NA,NA,NA,NA,NA,NA,NA
"1525",1,NA,NA,NA,NA,NA,NA,NA
"1526",1,NA,NA,NA,NA,NA,NA,NA
"1527",1,NA,NA,NA,NA,NA,NA,NA
"1528",1,NA,NA,NA,NA,NA,NA,NA
"1529",1,NA,NA,NA,NA,NA,NA,NA
"1530",1,NA,NA,NA,NA,NA,NA,NA
"1531",1,NA,NA,NA,NA,NA,NA,NA
"1532",1,150,98.5738677978516,173,278,986019.25,258,209
"1533",1,NA,NA,NA,NA,NA,NA,NA
"1534",1,13,NA,182,NA,NA,268,219
"1535",1,NA,NA,NA,NA,NA,NA,NA
"1536",1,NA,NA,NA,NA,NA,NA,NA
"1537",1,NA,NA,NA,NA,NA,NA,NA
"1538",1,NA,NA,NA,NA,NA,NA,NA
"1539",1,NA,NA,NA,NA,NA,NA,NA
"1540",1,NA,NA,NA,NA,NA,NA,NA
"1541",1,NA,NA,NA,NA,NA,NA,NA
"1542",1,145,222.239151000977,122,263,836771.5,261,204
"1543",1,NA,NA,NA,NA,NA,NA,NA
"1544",1,NA,NA,NA,NA,NA,NA,NA
"1545",1,835,137.888153076172,228,212,1178830.125,209,164
"1546",1,NA,NA,NA,NA,NA,NA,NA
"1547",1,NA,NA,NA,NA,NA,NA,NA
"1548",1,145,222.239151000977,122,263,836771.5,261,204
"1549",1,1257,126.060440063477,273,200,191119.078125,180,137
"1550",1,145,222.239151000977,122,263,836771.5,261,204
"1551",1,159,250.529693603516,179,96,315014.28125,243,201
"1552",1,159,250.529693603516,179,96,315014.28125,243,201
"1553",1,1257,126.060440063477,273,200,191119.078125,180,137
"1554",1,159,250.529693603516,179,96,315014.28125,243,201
"1555",1,1257,126.060440063477,273,200,191119.078125,180,137
"1556",1,72,345.650665283203,189,20,66577.0234375,248,204
"1557",1,1257,126.060440063477,273,200,191119.078125,180,137
"1558",1,197,92.9108352661133,137,227,531686,254,210
"1559",1,197,92.9108352661133,137,227,531686,254,210
"1560",1,1167,286.778442382812,168,546,1247091,198,157
"1561",1,1167,286.778442382812,168,546,1247091,198,157
"1562",1,1167,286.778442382812,168,546,1247091,198,157
"1563",1,36,275.684936523438,198,199,666277,266,213
"1564",1,1366,181.092010498047,200,390,2046371.625,178,139
