"","X","status","HighestTaxonomicResolution","Species","CruiseID","Ship","SurveyMethod","latitude","longitude","morphotype","ObsYear","Decade","topographic_position_index","terrain_ruggedness_index","aspect","bathymetry_mean","current_direction","current_velocity","dissolvedO2","iron","nitrate","pH","phosphate","primaryprod","salinity","silicate","slope","temperature","substrate"
"2177",2177,"","","Tentorium semisuberites","BESS-GS-2012","58G2","NCT",73.3273333333333,20.2498333333333,"papillate",2012,2010,-2.98611068725586,3.0555534362793,314.710083007812,-469.611114501953,246.985733032227,0.00601400248706341,294.730560302734,0.00255677569657564,10.0910596847534,8.05063438415527,0.768105030059814,0.13844521343708,35.0565414428711,7.27502489089966,0.028745187446475,2.88464403152466,"1"
"2178",2178,"","","Tethya norvegica","BESS-GS-2012","58G2","NCT",73.85929,19.7919866666667,"massive",2012,2010,1.26388931274414,35.0833358764648,151.741516113281,-219.944442749023,64.3378067016602,0.0416505821049213,306.229614257812,0.00125368835870177,9.58253955841064,8.06741523742676,0.692543864250183,0.240664154291153,35.0773010253906,5.46687412261963,0.533844947814941,4.02271842956543,"4"
"2179",2179,"","","Polymastia grimaldii","BESS-GS-2012","58G2","NCT",74.3195,17.3871666666667,"papillate",2012,2010,-1.49653053283691,11.7673625946045,233.267486572266,-178,21.0998935699463,0.00569856818765402,301.705200195312,0.00175130530260503,9.56775188446045,8.06026649475098,0.696114718914032,0.251038402318954,35.0503921508789,5.41556453704834,0.244631037116051,3.82113075256348,"1"
"2180",2180,"","","Stylocordyla borealis","BESS-GS-2012","58G2","NCT",73.6085,15.838,"stipulate",2012,2010,-1.64929962158203,2.28125,123.121170043945,-440.527770996094,21.6290760040283,0.0524037964642048,285.906463623047,0.00161910441238433,10.6066904067993,8.04740142822266,0.763855934143066,0.108026221394539,35.0900917053223,6.48238611221313,0.0116563169285655,4.11608552932739,"1"
"2181",2181,"","","Geodia barretti","BESS-GS-2012","58G2","NCT",73.6085,15.838,"massive",2012,2010,-1.64929962158203,2.28125,123.121170043945,-440.527770996094,21.6290760040283,0.0524037964642048,285.906463623047,0.00161910441238433,10.6066904067993,8.04740142822266,0.763855934143066,0.108026221394539,35.0900917053223,6.48238611221313,0.0116563169285655,4.11608552932739,"1"
"2182",2182,"","","Polymastia hemisphaerica","BESS-GS-2012","58G2","NCT",73.7418333333333,17.7506666666667,"papillate",2012,2010,23.4860992431641,23.5416564941406,170.800720214844,-271.944458007812,136.082336425781,0.0348883643746376,299.858734130859,0.00155483745038509,9.86940479278564,8.06011390686035,0.715313196182251,0.198325246572495,35.0838775634766,5.85711574554443,0.257681459188461,4.03665971755981,"4"
"2183",2183,"","","Tentorium semisuberites","BESS-GS-2012","58G2","NCT",73.7418333333333,17.7506666666667,"papillate",2012,2010,23.4860992431641,23.5416564941406,170.800720214844,-271.944458007812,136.082336425781,0.0348883643746376,299.858734130859,0.00155483745038509,9.86940479278564,8.06011390686035,0.715313196182251,0.198325246572495,35.0838775634766,5.85711574554443,0.257681459188461,4.03665971755981,"4"
"2184",2184,"","","Tethya norvegica","BESS-GS-2012","58G2","NCT",73.7418333333333,17.7506666666667,"massive",2012,2010,23.4860992431641,23.5416564941406,170.800720214844,-271.944458007812,136.082336425781,0.0348883643746376,299.858734130859,0.00155483745038509,9.86940479278564,8.06011390686035,0.715313196182251,0.198325246572495,35.0838775634766,5.85711574554443,0.257681459188461,4.03665971755981,"4"
"2185",2185,"","","Craniella","BESS-GS-2012","58G2","NCT",73.7418333333333,17.7506666666667,"massive",2012,2010,23.4860992431641,23.5416564941406,170.800720214844,-271.944458007812,136.082336425781,0.0348883643746376,299.858734130859,0.00155483745038509,9.86940479278564,8.06011390686035,0.715313196182251,0.198325246572495,35.0838775634766,5.85711574554443,0.257681459188461,4.03665971755981,"4"
"2186",2186,"","","Geodia barretti","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2187",2187,"","","Geodia macandrewii","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2188",2188,"","","Thenea","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2189",2189,"","","Thenea","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2190",2190,"","","Stelletta","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2191",2191,"","","Polymastia hemisphaerica","BESS-GS-2012","58G2","NCT",73.079,16.4115,"papillate",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2192",2192,"","","Polymastia uberrima","BESS-GS-2012","58G2","NCT",73.079,16.4115,"papillate",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2193",2193,"","","Tethya norvegica","BESS-GS-2012","58G2","NCT",73.079,16.4115,"massive",2012,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"2194",2194,"","","Craniella","BESS-HH-2012","58HJ","NCT",81.2812666666667,27.2695666666667,"massive",2012,2010,47.9930534362793,119.909729003906,302.210601806641,-249.222229003906,129.535186767578,0.0352659188210964,299.415405273438,0.00113939587026834,10.2048749923706,8.06699848175049,0.720518529415131,0.0599715746939182,35.0394515991211,5.36860370635986,2.83825731277466,2.85389637947083,NA
"2195",2195,"","","Geodia barretti","BESS-HH-2012","58HJ","NCT",81.2812666666667,27.2695666666667,"massive",2012,2010,47.9930534362793,119.909729003906,302.210601806641,-249.222229003906,129.535186767578,0.0352659188210964,299.415405273438,0.00113939587026834,10.2048749923706,8.06699848175049,0.720518529415131,0.0599715746939182,35.0394515991211,5.36860370635986,2.83825731277466,2.85389637947083,NA
"2196",2196,"","","Thenea","BESS-HH-2012","58HJ","NCT",81.2812666666667,27.2695666666667,"massive",2012,2010,47.9930534362793,119.909729003906,302.210601806641,-249.222229003906,129.535186767578,0.0352659188210964,299.415405273438,0.00113939587026834,10.2048749923706,8.06699848175049,0.720518529415131,0.0599715746939182,35.0394515991211,5.36860370635986,2.83825731277466,2.85389637947083,NA
"2197",2197,"","","Thenea","BESS-HH-2012","58HJ","NCT",80.6792333333333,19.65395,"massive",2012,2010,1.84374976158142,34.2534713745117,315.679077148438,-54.75,53.897891998291,0.0351677387952805,309.012664794922,0.00169245270080864,9.70688915252686,8.07642936706543,0.6933234333992,0.203154996037483,34.9425849914551,4.94021606445312,0.630788028240204,1.06728041172028,NA
"2198",2198,"","","Thenea","BESS-HH-2012","58HJ","NCT",80.1953,15.7806,"massive",2012,2010,3.40278434753418,5.67361259460449,96.6841659545898,-176.888885498047,112.240478515625,0.0276096537709236,309.378387451172,0.00231690448708832,9.76221466064453,8.07645130157471,0.711731791496277,0.144884541630745,35.0191078186035,5.27413892745972,0.362317144870758,2.46841359138489,NA
"2199",2199,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",78.2719,12.4695333333333,"papillate",2012,2010,-19.7812480926514,20.7048587799072,253.44580078125,-252.08332824707,212.270767211914,0.0359398275613785,296.121337890625,0.00103497493546456,9.95444011688232,8.06054210662842,0.704175174236298,0.195221483707428,35.006477355957,5.33454704284668,0.592293858528137,1.80069994926453,NA
"2200",2200,"","","Geodia barretti","BESS-HH-2012","58HJ","NCT",78.0332116666667,12.1626,"massive",2012,2010,-15.2916622161865,15.7361087799072,15.4388933181763,-246.888885498047,252.719055175781,0.0431596972048283,296.062316894531,0.000995939713902771,9.96632671356201,8.06082153320312,0.704357802867889,0.197728082537651,35.0584335327148,5.32455253601074,0.181837737560272,3.08292770385742,NA
"2201",2201,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",78.2534166666667,9.58538333333333,"papillate",2012,2010,12.7326393127441,13.7395820617676,279.853668212891,-313.222229003906,272.306488037109,0.113872431218624,295.45703125,0.000980770448222756,10.1817655563354,8.05974197387695,0.718887865543365,0.17389839887619,35.092456817627,5.4597601890564,0.498952984809875,3.69882011413574,NA
"2202",2202,"","","Craniella","BESS-HH-2012","58HJ","NCT",78.2534166666667,9.58538333333333,"massive",2012,2010,12.7326393127441,13.7395820617676,279.853668212891,-313.222229003906,272.306488037109,0.113872431218624,295.45703125,0.000980770448222756,10.1817655563354,8.05974197387695,0.718887865543365,0.17389839887619,35.092456817627,5.4597601890564,0.498952984809875,3.69882011413574,NA
"2203",2203,"","","Geodia barretti","BESS-HH-2012","58HJ","NCT",78.2534166666667,9.58538333333333,"massive",2012,2010,12.7326393127441,13.7395820617676,279.853668212891,-313.222229003906,272.306488037109,0.113872431218624,295.45703125,0.000980770448222756,10.1817655563354,8.05974197387695,0.718887865543365,0.17389839887619,35.092456817627,5.4597601890564,0.498952984809875,3.69882011413574,NA
"2204",2204,"","","Stylocordyla borealis","BESS-HH-2012","58HJ","NCT",78.4322,10.4230555555556,"stipulate",2012,2010,-10.92014503479,13.8576412200928,305.504760742188,-129.222229003906,222.644424438477,0.0172350574284792,306.164184570312,0.00117525854147971,9.41438484191895,8.07149314880371,0.675915837287903,0.282348334789276,35.0088882446289,4.98542642593384,0.27242985367775,2.88084888458252,NA
"2205",2205,"","","Polymastia grimaldii","BESS-HH-2012","58HJ","NCT",78.685,9.76333333333333,"papillate",2012,2010,-3.03124237060547,21.3368034362793,244.787033081055,-179.33332824707,295.223815917969,0.090389758348465,304.875,0.00121130316983908,9.52221965789795,8.07048988342285,0.68371570110321,0.27617946267128,35.0646438598633,5.08191442489624,0.599898040294647,3.48161768913269,NA
"2206",2206,"","","Polymastia hemisphaerica","BESS-HH-2012","58HJ","NCT",78.685,9.76333333333333,"papillate",2012,2010,-3.03124237060547,21.3368034362793,244.787033081055,-179.33332824707,295.223815917969,0.090389758348465,304.875,0.00121130316983908,9.52221965789795,8.07048988342285,0.68371570110321,0.27617946267128,35.0646438598633,5.08191442489624,0.599898040294647,3.48161768913269,NA
"2207",2207,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",78.6991,9.10441666666667,"papillate",2012,2010,-44.4027671813965,78.8610992431641,245.29948425293,-449.166656494141,298.359954833984,0.158538788557053,295.473205566406,0.00102715543471277,10.330867767334,8.0557804107666,0.730396866798401,0.157569602131844,35.0840873718262,5.62093210220337,2.05665636062622,3.50736498832703,NA
"2208",2208,"","","Thenea","BESS-HH-2012","58HJ","NCT",78.6991,9.10441666666667,"massive",2012,2010,-44.4027671813965,78.8610992431641,245.29948425293,-449.166656494141,298.359954833984,0.158538788557053,295.473205566406,0.00102715543471277,10.330867767334,8.0557804107666,0.730396866798401,0.157569602131844,35.0840873718262,5.62093210220337,2.05665636062622,3.50736498832703,NA
"2209",2209,"","","Craniella","BESS-HH-2012","58HJ","NCT",78.6991,9.10441666666667,"massive",2012,2010,-44.4027671813965,78.8610992431641,245.29948425293,-449.166656494141,298.359954833984,0.158538788557053,295.473205566406,0.00102715543471277,10.330867767334,8.0557804107666,0.730396866798401,0.157569602131844,35.0840873718262,5.62093210220337,2.05665636062622,3.50736498832703,NA
"2210",2210,"","","Thenea","BESS-HH-2012","58HJ","NCT",78.6991,9.10441666666667,"massive",2012,2010,-44.4027671813965,78.8610992431641,245.29948425293,-449.166656494141,298.359954833984,0.158538788557053,295.473205566406,0.00102715543471277,10.330867767334,8.0557804107666,0.730396866798401,0.157569602131844,35.0840873718262,5.62093210220337,2.05665636062622,3.50736498832703,NA
"2211",2211,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",80.4281,12.60605,"papillate",2012,2010,85.7847137451172,142.180557250977,355.872314453125,-245.361114501953,76.6443328857422,0.156586468219757,301.361602783203,0.0010538847418502,9.9675874710083,8.06744289398193,0.704901933670044,0.11712147295475,35.068000793457,5.23051118850708,1.96057665348053,3.43130302429199,NA
"2212",2212,"","","Craniella","BESS-HH-2012","58HJ","NCT",80.4281,12.60605,"massive",2012,2010,85.7847137451172,142.180557250977,355.872314453125,-245.361114501953,76.6443328857422,0.156586468219757,301.361602783203,0.0010538847418502,9.9675874710083,8.06744289398193,0.704901933670044,0.11712147295475,35.068000793457,5.23051118850708,1.96057665348053,3.43130302429199,NA
"2213",2213,"","","Stryphnus ponderosus","BESS-HH-2012","58HJ","NCT",80.4281,12.60605,"massive",2012,2010,85.7847137451172,142.180557250977,355.872314453125,-245.361114501953,76.6443328857422,0.156586468219757,301.361602783203,0.0010538847418502,9.9675874710083,8.06744289398193,0.704901933670044,0.11712147295475,35.068000793457,5.23051118850708,1.96057665348053,3.43130302429199,NA
"2214",2214,"","","Thenea","BESS-HH-2012","58HJ","NCT",80.4281,12.60605,"massive",2012,2010,85.7847137451172,142.180557250977,355.872314453125,-245.361114501953,76.6443328857422,0.156586468219757,301.361602783203,0.0010538847418502,9.9675874710083,8.06744289398193,0.704901933670044,0.11712147295475,35.068000793457,5.23051118850708,1.96057665348053,3.43130302429199,NA
"2215",2215,"","","Thenea","BESS-HH-2012","58HJ","NCT",80.3581333333333,13.0606,"massive",2012,2010,38.9097213745117,43.3958358764648,351.908050537109,-119.472221374512,87.4557266235352,0.0726938024163246,306.584503173828,0.00145172665361315,9.67497158050537,8.0756368637085,0.688997864723206,0.157526344060898,35.0381317138672,4.98492431640625,0.599862098693848,2.85643315315247,NA
"2216",2216,"","","Stylocordyla borealis","BESS-HH-2012","58HJ","NCT",80.1403166666667,12.7326833333333,"stipulate",2012,2010,3.67013931274414,15.1770858764648,293.427124023438,-154,16.2612838745117,0.0262523870915174,306.310882568359,0.00179318734444678,9.67786121368408,8.07372283935547,0.693380236625671,0.157846629619598,35.0203285217285,5.07175827026367,0.471527278423309,2.40441489219666,NA
"2217",2217,"","","Thenea","BESS-HH-2012","58HJ","NCT",80.1403166666667,12.7326833333333,"massive",2012,2010,3.67013931274414,15.1770858764648,293.427124023438,-154,16.2612838745117,0.0262523870915174,306.310882568359,0.00179318734444678,9.67786121368408,8.07372283935547,0.693380236625671,0.157846629619598,35.0203285217285,5.07175827026367,0.471527278423309,2.40441489219666,NA
"2218",2218,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",80.5586,15.89855,"papillate",2012,2010,8.95487213134766,11.2048645019531,239.009719848633,-279.055541992188,17.2412796020508,0.125728011131287,300.482788085938,0.0010745016625151,10.0839414596558,8.06621742248535,0.712708711624146,0.0996396765112877,35.0212478637695,5.30546188354492,0.261231541633606,2.10210275650024,NA
"2219",2219,"","","Craniella","BESS-HH-2012","58HJ","NCT",80.9467166666667,17.7427833333333,"massive",2012,2010,30.5416584014893,108.444442749023,315.513702392578,-251.91667175293,31.4614391326904,0.075987920165062,301.163055419922,0.00121513940393925,10.0504264831543,8.06680202484131,0.71071195602417,0.0938019379973412,35.046573638916,5.26546287536621,1.96123945713043,3.00018692016602,NA
"2220",2220,"","","Craniella","BESS-HH-2012","58HJ","NCT",80.9467166666667,17.7427833333333,"massive",2012,2010,30.5416584014893,108.444442749023,315.513702392578,-251.91667175293,31.4614391326904,0.075987920165062,301.163055419922,0.00121513940393925,10.0504264831543,8.06680202484131,0.71071195602417,0.0938019379973412,35.046573638916,5.26546287536621,1.96123945713043,3.00018692016602,NA
"2221",2221,"","","Geodia barretti","BESS-HH-2012","58HJ","NCT",80.9467166666667,17.7427833333333,"massive",2012,2010,30.5416584014893,108.444442749023,315.513702392578,-251.91667175293,31.4614391326904,0.075987920165062,301.163055419922,0.00121513940393925,10.0504264831543,8.06680202484131,0.71071195602417,0.0938019379973412,35.046573638916,5.26546287536621,1.96123945713043,3.00018692016602,NA
"2222",2222,"","","Polymastia uberrima","BESS-HH-2012","58HJ","NCT",81.0664166666667,20.51405,"papillate",2012,2010,20.440975189209,20.440975189209,278.81298828125,-124.694442749023,79.1731796264648,0.0292810387909412,302.750335693359,0.00215469859540462,9.96212291717529,8.07101631164551,0.708968102931976,0.100961543619633,35.0265884399414,5.19463205337524,0.127061724662781,2.44845151901245,NA
"2223",2223,"","","Thenea","BESS-HH-2012","58HJ","NCT",81.0664166666667,20.51405,"massive",2012,2010,20.440975189209,20.440975189209,278.81298828125,-124.694442749023,79.1731796264648,0.0292810387909412,302.750335693359,0.00215469859540462,9.96212291717529,8.07101631164551,0.708968102931976,0.100961543619633,35.0265884399414,5.19463205337524,0.127061724662781,2.44845151901245,NA
"2224",2224,"","","Craniella","BESS-HH-2012","58HJ","NCT",81.0664166666667,20.51405,"massive",2012,2010,20.440975189209,20.440975189209,278.81298828125,-124.694442749023,79.1731796264648,0.0292810387909412,302.750335693359,0.00215469859540462,9.96212291717529,8.07101631164551,0.708968102931976,0.100961543619633,35.0265884399414,5.19463205337524,0.127061724662781,2.44845151901245,NA
"2225",2225,"","","Geodia","BESS-HH-2012","58HJ","NCT",81.3771166666667,24.9777833333333,"massive",2012,2010,2.5381965637207,92.1909637451172,54.8699836730957,-340.777770996094,94.1053466796875,0.095471017062664,299.678924560547,0.000975907605607063,10.3456001281738,8.06288146972656,0.733307480812073,0.0535656735301018,35.0481262207031,5.50040006637573,2.04752802848816,2.85583925247192,NA
"2226",2226,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",81.3771166666667,24.9777833333333,"papillate",2012,2010,2.5381965637207,92.1909637451172,54.8699836730957,-340.777770996094,94.1053466796875,0.095471017062664,299.678924560547,0.000975907605607063,10.3456001281738,8.06288146972656,0.733307480812073,0.0535656735301018,35.0481262207031,5.50040006637573,2.04752802848816,2.85583925247192,NA
"2227",2227,"","","Stelletta","BESS-HH-2012","58HJ","NCT",81.0394166666667,26.9954,"massive",2012,2010,3.68749904632568,3.77777767181396,324.972534179688,-86.5277786254883,132.566284179688,0.0449328124523163,303.630798339844,0.00116191047709435,9.91426467895508,8.07466983795166,0.702930629253387,0.113538153469563,34.9928436279297,5.14274597167969,0.0475021377205849,2.67621207237244,NA
"2228",2228,"","","Polymastia grimaldii","BESS-HH-2012","58HJ","NCT",81.1953333333333,31.4183833333333,"papillate",2012,2010,6.07292175292969,15.09375,313.818206787109,-152.08332824707,192.980606079102,0.000138619652716443,299.635894775391,0.00272989110089839,10.1678342819214,8.07167625427246,0.71942925453186,0.0579386875033379,34.9525718688965,5.32874870300293,0.282203644514084,1.4255439043045,NA
"2229",2229,"","","Craniella","BESS-HH-2012","58HJ","NCT",81.1953333333333,31.4183833333333,"massive",2012,2010,6.07292175292969,15.09375,313.818206787109,-152.08332824707,192.980606079102,0.000138619652716443,299.635894775391,0.00272989110089839,10.1678342819214,8.07167625427246,0.71942925453186,0.0579386875033379,34.9525718688965,5.32874870300293,0.282203644514084,1.4255439043045,NA
"2230",2230,"","","Thenea","BESS-HH-2012","58HJ","NCT",81.1953333333333,31.4183833333333,"massive",2012,2010,6.07292175292969,15.09375,313.818206787109,-152.08332824707,192.980606079102,0.000138619652716443,299.635894775391,0.00272989110089839,10.1678342819214,8.07167625427246,0.71942925453186,0.0579386875033379,34.9525718688965,5.32874870300293,0.282203644514084,1.4255439043045,NA
"2231",2231,"","","Tentorium semisuberites","BESS-HH-2012","58HJ","NCT",81.20605,32.9240666666667,"papillate",2012,2010,-0.763891220092773,4.22916603088379,203.621826171875,-183.305557250977,85.8278503417969,0.00113758316729218,299.537475585938,0.00348303187638521,10.1637744903564,8.07128047943115,0.719493210315704,0.0537505149841309,34.9590682983398,5.34597063064575,0.0625642910599709,1.47567570209503,NA
"2232",2232,"","","Polymastia grimaldii","BESS-HH-2012","58HJ","NCT",80.7562,33.1005833333333,"papillate",2012,2010,-4.56597137451172,9.56597518920898,352.117980957031,-192.5,167.314437866211,0.00346589554101229,299.388702392578,0.00371259893290699,10.1841344833374,8.07103157043457,0.721427977085114,0.0527154915034771,34.9424438476562,5.3729076385498,0.133319571614265,1.05408847332001,"1"
"2233",2233,"","","Geodia","BESS-HH-2012","58HJ","NCT",79.9305666666667,15.3510166666667,"massive",2012,2010,-4.39235496520996,6.05208015441895,90.8695220947266,-162.777770996094,74.4797439575195,0.0379721410572529,308.666290283203,0.00213161204010248,9.76925754547119,8.076491355896,0.707349538803101,0.147775679826736,35.0135688781738,5.20277643203735,0.353302240371704,2.18073058128357,NA
"2234",2234,"","","Thenea","BESS-JH-2012","58J3","NCT",74.7001566666667,26.09167,"massive",2012,2010,-3.76737594604492,12.322925567627,4.47194910049438,-322.333343505859,207.372711181641,0.0188676677644253,298.992279052734,0.00134739652276039,9.78080463409424,8.0628604888916,0.734478950500488,0.19533683359623,35.0513648986816,6.61526536941528,0.16704073548317,2.63773488998413,"1"
"2235",2235,"","","Polymastia uberrima","BESS-JH-2012","58J3","NCT",75.3087116666667,34.8619183333333,"papillate",2012,2010,-0.451387405395508,0.972223281860352,122.433731079102,-162.444442749023,247.743881225586,0.0168682504445314,321.635711669922,0.00168837734963745,9.03659057617188,8.06404113769531,0.729647815227509,0.291048735380173,35.0096588134766,6.32415676116943,0.0197254363447428,0.397925615310669,"4"
"2236",2236,"","","Thenea","BESS-JH-2012","58J3","NCT",75.8980716666667,32.7305933333333,"massive",2012,2010,-1.78471374511719,10.5972213745117,338.764343261719,-305.638885498047,27.8417053222656,0.0353170074522495,302.031921386719,0.00154265132732689,9.49542808532715,8.07052326202393,0.718312680721283,0.218868657946587,35.0458717346191,6.37285137176514,0.150829583406448,2.22485661506653,"1"
"2237",2237,"","","Polymastia grimaldii","BESS-JH-2012","58J3","NCT",76.146058,43.01668,"papillate",2012,2010,4.69792938232422,20.1979141235352,125.5556640625,-305.666656494141,269.755767822266,0.0333841182291508,316.928466796875,0.00143414177000523,9.00919532775879,8.05897426605225,0.726786971092224,0.198014125227928,34.9992141723633,6.89214324951172,0.409648716449738,0.484791547060013,"1"
"2238",2238,"","","Thenea","BESS-JH-2012","58J3","NCT",76.3492866666667,40.0265783333333,"massive",2012,2010,3.67361450195312,5.53472518920898,147.3974609375,-211.08332824707,135.661636352539,0.053155317902565,311.318878173828,0.00247249053791165,9.44296836853027,8.07494640350342,0.712810099124908,0.144596070051193,34.9717979431152,6.00847721099854,0.0872652232646942,1.33385515213013,"1"
"2239",2239,"","","Tentorium semisuberites","BESS-JH-2012","58J3","NCT",76.4443483333333,37.717865,"papillate",2012,2010,-4.66318511962891,5.07291030883789,116.565330505371,-241.777770996094,96.1117324829102,0.0848750025033951,310.3681640625,0.0023627036716789,9.41572761535645,8.07659339904785,0.708948910236359,0.15884605050087,35.0233001708984,5.98293685913086,0.0543112903833389,1.78355371952057,"1"
"2240",2240,"","","Tentorium semisuberites","BESS-JH-2012","58J3","NCT",76.4893616666667,35.1089283333333,"papillate",2012,2010,4.58332443237305,20.5624961853027,158.63053894043,-245.472229003906,51.7075805664062,0.0749870017170906,308.371215820312,0.0017774892039597,9.39155960083008,8.07812404632568,0.704523980617523,0.199058577418327,35.0245590209961,6.01257276535034,0.300309032201767,1.87319839000702,"1"
"2241",2241,"","","Thenea","BESS-JH-2012","58J3","NCT",76.531045,32.7400966666667,"massive",2012,2010,-3.29513359069824,6.10764122009277,249.174743652344,-247.83332824707,137.034790039062,0.0476859509944916,308.240142822266,0.00276621710509062,9.52773189544678,8.06825160980225,0.725603997707367,0.144793719053268,35.006046295166,6.25889682769775,0.188562139868736,1.84687495231628,"1"
"2242",2242,"","","Polymastia grimaldii","BESS-JH-2012","58J3","NCT",77.0490616666667,32.8473433333333,"papillate",2012,2010,2.87848091125488,5.16319847106934,255.502807617188,-165.027770996094,208.222366333008,0.0025813770480454,307.676177978516,0.00305766076780856,9.65838623046875,8.0601634979248,0.737597286701202,0.116500847041607,34.9236373901367,6.18823099136353,0.20339646935463,1.10759282112122,"1"
"2243",2243,"","","Polymastia grimaldii","BESS-JH-2012","58J3","NCT",76.5023233333333,27.6803433333333,"papillate",2012,2010,-2.32638263702393,7.36111164093018,59.8378143310547,-132.777770996094,29.6849899291992,0.0120688900351524,308.796875,0.00340690044686198,9.33508968353271,8.04136085510254,0.74554306268692,0.155181914567947,34.8983116149902,6.22908353805542,0.175102055072784,0.891980946063995,"1"
"2244",2244,"","","Polymastia uberrima","BESS-JH-2012","58J3","NCT",77.037365,27.473305,"papillate",2012,2010,2.05902481079102,5.55208396911621,70.0263900756836,-111.833335876465,81.1498718261719,0.0266942605376244,311.682220458984,0.00284065399318933,9.30897903442383,8.05426502227783,0.718452215194702,0.146137669682503,34.8357315063477,5.67520332336426,0.167178377509117,0.356112390756607,"4"
"2245",2245,"","","Craniella","BESS-JH-2012","58J3","NCT",76.8088733333333,19.9520383333333,"massive",2012,2010,5.55208396911621,11.5104179382324,230.916885375977,-125.777778625488,234.921127319336,0.0191434994339943,304.10888671875,0.00334537727758288,9.23470020294189,8.03903198242188,0.726690590381622,0.114380963146687,34.9499244689941,5.89715433120728,0.217175081372261,1.60352790355682,"1"
"2246",2246,"","","Polymastia grimaldii","BESS-JH-2012","58J3","NCT",77.1078366666667,13.4324483333333,"papillate",2012,2010,-1.96180438995361,91.8298645019531,169.338150024414,-239.75,221.852752685547,0.00480976374819875,297.096435546875,0.00115264998748899,9.85789489746094,8.06096363067627,0.700996279716492,0.195920288562775,35.0695190429688,5.33373308181763,1.25956523418427,3.53545498847961,NA
"2247",2247,"","","Geodia barretti","BESS-JH-2012","58J3","NCT",77.5991516666667,11.5009016666667,"massive",2012,2010,1.25694274902344,17.1180572509766,254.269683837891,-247.25,291.603332519531,0.0625724941492081,296.637725830078,0.00101652054581791,9.94616413116455,8.06132316589355,0.703524172306061,0.202969044446945,35.0939331054688,5.31167221069336,0.649407744407654,3.94500517845154,NA
"2248",2248,"","","Polymastia grimaldii","BESS-JH-2012","58J3","NCT",76.694025,17.5430383333333,"papillate",2012,2010,-2.45833015441895,11.9305572509766,103.756042480469,-123.722221374512,215.04313659668,0.0156625602394342,304.953460693359,0.00190567434765399,9.52566242218018,8.06287097930908,0.696352243423462,0.128938809037209,34.9781341552734,5.38382816314697,0.457904994487762,2.15237784385681,NA
